Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score
C075813,59,Female, Houston,"$180,000",Single,2,96000,Pendant,12-04-23,0,960000,6.6,69.9
C075857,58,Female, San Antonio,"$280,000",Married,4,223000,Pendant,21-04-23,0,892000,2.9,40.67
C075866,47,Male, New York,"$110,000",Married,2,63000,Ring,22-12-23,0,252000,6.8,73.85
C076171,45,Male, Denver,"$90,000",Single,1,21000,Necklace,07-12-23,0,105000,6,67.83
C076248,32,Female, Denver,"$270,000",Married,3,350,Ring,22-11-23,0,1200,6.3,70.59
C076266,42,Male, San Antonio,"$190,000",Single,2,91000,Necklace,12-09-23,0,182000,6.6,72.57
C076337,50,Female, Mesa,"$130,000",Married,3,87000,Ring,06-10-23,0,1305000,4.6,52.99
C076478,57,Female, Mesa,"$190,000",Single,1,118000,Locket,08-07-23,0,236000,6.1,68.15
C076666,34,Female, Memphis,"$300,000",Married,4,21000,Bracelet,18-05-23,0,420000,4.2,52.57
C076669,58,Female, Miami,"$160,000",Single,1,111000,Locket,09-08-23,0,555000,6.4,69.45
C076847,25,Female, Mesa,"$200,000",Married,3,28000,Armlet,25-06-23,0,252000,5,58.93
C076931,43,Male, Fresno,"$200,000",Married,1,25000,Ring,23-07-23,0.04,25000,7.1,76.75
C076933,42,Female, Oklahoma City,"$200,000",Single,4,174000,Locket,13-06-23,0,3480000,3.6,38.92
C077071,52,Male, Long Beach,"$170,000",Married,4,54000,Bracelet,19-11-23,0,432000,5.6,63.48
C077116,35,Female, Minneapolis,"$80,000",Married,1,37000,Armlet,08-01-23,0,74000,6.2,69.09
C077343,58,Male, Sacramento,"$110,000",Married,1,84000,Necklace,19-04-23,0,84000,5.2,61.59
C077386,19,Female, Philadelphia,"$170,000",Married,4,115000,Ring,17-11-23,0,1840000,5.2,56.68
C077425,53,Female, Sacramento,"$60,000",Single,1,41000,Earrings,17-03-23,0,123000,5,59.74
C077677,33,Female, Tampa,"$130,000",Married,2,20000,Necklace,31-03-23,0,80000,4.7,57.48
C077740,40,Male, Miami,"$80,000",Married,2,11000,Necklace,23-10-23,0,88000,6.5,71.43
C077882,32,Male, Memphis,"$150,000",Married,2,7000,Necklace,24-08-23,0,56000,6,67.59
C077905,41,Female, Phoenix,"$260,000",Single,1,28000,Earrings,08-03-23,0,140000,6.2,69.13
C078173,47,Male, Orlando,"$160,000",Married,2,26000,Ring,11-01-23,0,208000,6.5,71.36
C078319,54,Female, Charlotte,"$50,000",Single,1,10000,Jewel,13-07-23,0,30000,6,68.23
C078351,35,Male, San Antonio,"$180,000",Single,3,125000,Jewel,27-05-23,0,1500000,4.3,50.26
C078432,41,Male, Norfolk,"$110,000",Single,1,7000,Locket,04-10-23,0,7000,5.3,62.04
C078505,44,Male, Wichita,"$140,000",Single,1,90000,Armlet,06-09-23,0.05,270000,6.9,74.41
C078585,52,Female, Omaha,"$80,000",Married,2,1537,Locket,12-06-23,0,15370,6.9,74.78
C078587,33,Male, Virginia Beach,"$50,000",Married,1,38000,Pendant,07-08-23,0,38000,6,67.57
C078717,56,Female, Minneapolis,"$270,000",Single,6,500,Ring,25-04-23,0,3500,3.3,46.48
C078912,42,Female, Chicago,"$120,000",Married,3,7000,Pendant,25-05-23,0,105000,4.8,57.96
C079106,48,Male, New York,"$50,000",Married,1,32000,Pendant,08-10-23,0,96000,6.2,69.68
C079191,27,Female, Austin,"$210,000",Married,2,87000,Locket,09-07-23,0,174000,5.9,66.46
C079272,58,Female, Raleigh,"$130,000",Single,1,32000,Ring,03-10-23,0,96000,5,59.45
C079441,31,Male, Cincinnati,"$100,000",Married,1,55000,Armlet,14-07-23,0,275000,6,67.11
C079446,52,Female, Wichita,"$210,000",Single,1,39000,Earrings,13-05-23,0,117000,5.5,63.59
C079611,57,Male, Long Beach,"$210,000",Single,1,1103,Jewel,18-10-23,0.05,3309,8.1,84.89
C079620,44,Female, Detroit,"$300,000",Single,5,168000,Armlet,11-10-23,0.08,1680000,6.3,65.22
C079660,54,Female, Austin,"$120,000",Married,3,97000,Jewel,12-07-23,0.1,873000,8.6,85.94
C079770,28,Male, Houston,"$180,000",Single,1,115000,Jewel,15-11-23,0,575000,6.9,73.9
C079869,26,Male, St Louis,"$70,000",Single,1,908,Pendant,08-11-23,0,1816,6.3,70.35
C079924,42,Male, Philadelphia,"$220,000",Single,4,56000,Ring,13-09-23,0.07,448000,6.8,72.87
C080006,23,Female, Memphis,"$70,000",Single,1,18000,Earrings,10-02-23,0,54000,6.7,73.5
C080137,38,Male, Colorado Springs,"$140,000",Single,1,92000,Necklace,23-12-23,0,184000,7.3,77.81
C080248,39,Female, Minneapolis,"$200,000",Single,3,41000,Necklace,09-11-23,0,246000,5.6,63.74
C080263,49,Female, Milwaukee,"$220,000",Married,4,187000,Necklace,08-04-23,0,3740000,4,41.09
C080335,32,Female, Greensboro,"$280,000",Single,1,145000,Ring,08-07-23,0,435000,6.1,67.29
C080351,33,Female, Albuquerque,"$200,000",Single,4,185000,Earrings,07-11-23,0,1480000,3.8,46.05
C080585,22,Female, Tampa,"$50,000",Married,1,4795,Locket,23-03-23,0,14385,5.1,60.84
C080680,55,Male, Raleigh,"$210,000",Single,3,129000,Armlet,11-02-23,0,387000,5.6,63.96
C080695,59,Female, Mesa,"$130,000",Married,2,45000,Ring,25-06-23,0,180000,5.4,62.4
C080759,43,Male, Austin,"$300,000",Single,2,153000,Necklace,13-10-23,0,918000,6,65.31
C080911,41,Male, Greensboro,"$100,000",Married,2,5000,Bracelet,27-12-23,0,50000,7,76.01
C080924,55,Male, Fresno,"$230,000",Married,2,200000,Ring,26-07-23,0.01,400000,5.5,62.49
C081078,29,Female, St Louis,"$110,000",Married,2,82000,Locket,23-11-23,0.04,164000,7.5,79.75
C081119,46,Female, Minneapolis,"$130,000",Single,1,104000,Necklace,22-03-23,0,520000,5,58.25
C081199,26,Female, Tampa,"$190,000",Married,3,123000,Locket,29-04-23,0,1476000,4.1,48.52
C081447,32,Male, Denver,"$210,000",Married,3,142000,Ring,24-05-23,0,1278000,4.2,50.15
C081589,48,Female, Philadelphia,"$160,000",Single,2,4610,Pendant,15-12-23,0,18440,6.9,75.31
C081983,57,Female, Phoenix,"$240,000",Single,1,212000,Ring,20-10-23,0,212000,6.6,72.15
C082119,47,Male, Kansas City,"$280,000",Single,3,190000,Earrings,15-12-23,0.07,1710000,7.5,75.06
C082145,51,Female, San Jose,"$250,000",Single,6,30000,Armlet,19-08-23,0,900000,4,49.71
C082195,54,Female, Fort Worth,"$110,000",Married,2,48000,Armlet,30-04-23,0,192000,4.9,58.56
C082235,32,Female, San Jose,"$210,000",Married,2,49000,Necklace,06-12-23,0,392000,5.2,60.84
C082368,55,Female, Charlotte,"$70,000",Married,1,38000,Jewel,07-08-23,0.08,152000,8,83.25
C082652,45,Male, Phoenix,"$260,000",Married,1,152000,Locket,13-04-23,0,760000,5.1,58.52
C082684,53,Male, Sacramento,"$280,000",Single,6,125000,Necklace,04-06-23,0,2250000,2.1,30.65
C082692,38,Male, Fresno,"$280,000",Single,5,91000,Armlet,12-09-23,0,1820000,5,54.93
C082769,60,Female, Las Vegas,"$160,000",Married,1,159000,Bracelet,07-08-23,0,159000,5.8,65.92
C082857,27,Male, Long Beach,"$290,000",Single,1,67000,Ring,08-02-23,0,268000,6.1,68.27
C082868,34,Female, Greensboro,"$280,000",Single,5,184000,Jewel,05-04-23,0,3680000,2.6,29.92
C082910,60,Male, Oklahoma City,"$270,000",Single,6,256000,Necklace,13-04-23,0,3072000,1.1,20.25
C083172,32,Female, Detroit,"$130,000",Married,3,69000,Pendant,24-08-23,0,207000,5.3,61.74
C083203,48,Female, Norfolk,"$220,000",Married,2,159000,Necklace,20-03-23,0,954000,4.2,51.23
C083335,34,Female, Long Beach,"$210,000",Married,2,85000,Necklace,24-07-23,0,850000,5.5,61.56
C083507,26,Male, Tulsa,"$290,000",Married,7,183000,Ring,17-06-23,0,6405000,1.6,14.48
C083568,28,Male, Tampa,"$90,000",Married,2,3000,Jewel,10-05-23,0.07,30000,8.1,84.56
C083670,27,Male, Atlanta,"$230,000",Single,3,80000,Locket,05-03-23,0,720000,4.3,52.35
C083859,18,Male, Tucson,"$100,000",Married,2,34000,Ring,17-06-23,0.1,136000,7.8,82.23
C083861,59,Female, Newark,"$110,000",Single,2,67000,Bracelet,06-12-23,0,402000,5.2,60.42
C083877,19,Male, Tucson,"$160,000",Married,3,17000,Jewel,23-09-23,0,153000,5.8,65.59
C084165,60,Male, Indianapolis,"$290,000",Married,6,238000,Jewel,17-03-23,0,1428000,1.1,24.32
C084190,52,Female, Mesa,"$280,000",Single,1,61000,Jewel,14-10-23,0,183000,6.7,73.46
C084228,44,Male, Houston,"$270,000",Single,6,211000,Armlet,03-09-23,0.05,1266000,2.5,36.01
C084302,53,Female, Portland,"$140,000",Single,3,36000,Jewel,13-04-23,0,432000,4.3,53.27
C084379,42,Male, Riverside,"$130,000",Single,2,32000,Pendant,28-06-23,0,256000,5.4,62.67
C084491,54,Male, Tucson,"$230,000",Single,2,135000,Necklace,08-08-23,0,810000,5.5,61.59
C084549,38,Male, Charlotte,"$120,000",Single,1,97000,Jewel,21-11-23,0,194000,7,75.59
C084681,30,Male, Philadelphia,"$170,000",Single,4,111000,Ring,11-06-23,0,888000,5.2,58.84
C084964,26,Female, Fort Worth,"$140,000",Married,1,82000,Bracelet,23-07-23,0.03,328000,6.8,73.27
C085024,18,Male, Orlando,"$70,000",Single,1,33000,Bracelet,08-07-23,0,165000,6.2,69.27
C085471,18,Male, Louisville,"$190,000",Married,2,79000,Armlet,13-11-23,0.04,316000,7.5,78.71
C085477,18,Female, Los Angeles,"$200,000",Single,2,16000,Armlet,23-10-23,0,32000,6.4,71.48
C085555,30,Male, Long Beach,"$280,000",Single,6,108000,Pendant,24-09-23,0,2592000,3.7,42.21
C085585,34,Female, Oklahoma City,"$300,000",Single,7,221000,Jewel,26-05-23,0,4641000,1.1,15.18
C085594,44,Male, Omaha,"$200,000",Single,5,186000,Locket,25-06-23,0.06,4650000,4.5,42.51
C085835,50,Male, Dallas,"$160,000",Married,2,64000,Armlet,10-11-23,0.02,512000,6.7,72.26
C085841,43,Female, Wichita,"$260,000",Married,3,101000,Necklace,07-07-23,0,1515000,4.8,53.74
C086051,58,Male, San Antonio,"$160,000",Married,3,49000,Locket,13-03-23,0,147000,4,51.59
C086119,32,Male, Jacksonville,"$210,000",Married,5,42000,Earrings,27-04-23,0,1050000,3.5,44.66
C086157,29,Male, Fresno,"$240,000",Single,5,146000,Locket,20-08-23,0,730000,3.7,47.65
C086229,42,Male, Philadelphia,"$190,000",Married,2,43000,Pendant,04-02-23,0.01,172000,4.9,58.85
C086570,19,Female, Tampa,"$90,000",Married,2,3071,Earrings,22-09-23,0,30710,6.2,69.69
C086587,47,Female, Milwaukee,"$170,000",Married,3,65000,Locket,08-04-23,0,390000,5.1,60.01
C086590,42,Male, Fresno,"$110,000",Single,2,40000,Necklace,06-04-23,0,160000,5.2,61.16
C086644,60,Male, San Francisco,"$60,000",Single,1,4491,Necklace,08-09-23,0,17964,6.3,70.13
C086707,28,Male, Tampa,"$80,000",Married,2,42000,Jewel,08-08-23,0,420000,5.7,64.72
C086726,41,Female, Cincinnati,"$210,000",Single,3,101000,Pendant,10-06-23,0,303000,5.5,63.3
C086892,55,Female, New York,"$120,000",Married,1,107000,Necklace,18-03-23,0.05,214000,6.2,68.83
C086998,24,Female, Portland,"$60,000",Married,1,29000,Earrings,23-09-23,0,145000,6.6,72.52
C087032,36,Male, San Diego,"$200,000",Married,3,188000,Jewel,11-10-23,0,2256000,5.5,57.22
C087094,37,Male, New York,"$300,000",Married,1,236000,Armlet,23-11-23,0.05,708000,8.1,82.74
C087104,18,Female, Kansas City,"$120,000",Single,1,66000,Pendant,06-11-23,0.08,330000,7.7,80.63
C087219,30,Female, Boston,"$300,000",Single,5,26000,Pendant,19-09-23,0,650000,4.8,56.37
C087327,20,Male, Fresno,"$120,000",Single,2,1593,Pendant,22-12-23,0,15930,7,75.85
C087493,34,Female, Greensboro,"$140,000",Married,1,7000,Jewel,22-04-23,0,14000,5.4,62.83
C087532,29,Female, Phoenix,"$60,000",Single,1,32000,Pendant,30-04-23,0,160000,5.4,62.67
C087635,48,Male, Oklahoma City,"$230,000",Single,2,23000,Ring,22-09-23,0.05,138000,7.4,78.95
C087668,26,Female, Tulsa,"$130,000",Married,2,1190,Armlet,25-08-23,0,7140,6,67.92
C087892,21,Male, Kansas City,"$100,000",Married,1,64000,Armlet,08-06-23,0.02,64000,6.7,73.16
C087951,21,Male, Omaha,"$300,000",Married,4,213000,Armlet,12-04-23,0,852000,4.9,56.4
C088051,18,Female, Tulsa,"$140,000",Single,3,2242,Earrings,10-09-23,0,6726,5.9,67.56
C088092,29,Male, Seattle,"$300,000",Single,4,267000,Earrings,13-11-23,0,3204000,4.4,45.92
C088627,25,Female, San Antonio,"$120,000",Single,1,56000,Locket,15-08-23,0,56000,6.3,69.87
C088741,58,Female, Wichita,"$300,000",Single,3,89000,Pendant,12-05-23,0.02,801000,6.6,70.28
C088895,22,Male, Fresno,"$210,000",Single,5,187000,Necklace,10-10-23,0.07,2805000,5.6,56.9
C088944,41,Male, Atlanta,"$280,000",Single,5,37000,Earrings,15-03-23,0,555000,3.1,43.48
C088948,52,Female, Virginia Beach,"$250,000",Single,4,210000,Locket,23-08-23,0,840000,4,49.67
C089160,33,Male, Charlotte,"$130,000",Married,1,112000,Necklace,07-08-23,0,224000,5.9,66.24
C089308,37,Male, San Antonio,"$160,000",Married,2,138000,Necklace,16-12-23,0,828000,6.6,70.17
C089743,53,Female, Greensboro,"$270,000",Single,6,144000,Jewel,06-01-23,0,1728000,2.5,34.65
C089791,20,Male, Cincinnati,"$250,000",Single,1,67000,Locket,14-09-23,0,134000,6.5,71.53
C089820,33,Male, Philadelphia,"$140,000",Married,2,1087,Bracelet,10-01-23,0,4348,6.3,70.41
C089908,25,Male, Miami,"$120,000",Single,1,93000,Armlet,10-03-23,0,465000,6.6,71.57
C089910,34,Male, Columbus,"$110,000",Single,2,98000,Bracelet,17-04-23,0,392000,4.6,56.03
C089946,26,Female, Boston,"$280,000",Single,7,146000,Pendant,27-04-23,0,2044000,1.5,26.36
C090136,44,Male, Mesa,"$240,000",Single,1,136000,Ring,29-12-23,0,136000,7.3,77.87
C090566,53,Female, Philadelphia,"$180,000",Married,2,1000,Jewel,28-11-23,0,4000,6.8,74.29
C090575,52,Female, Kansas City,"$180,000",Single,4,23000,Necklace,17-04-23,0,92000,4,51.35
C090716,46,Male, Dallas,"$300,000",Single,1,53000,Armlet,05-11-23,0,212000,5.5,63.03
C090821,27,Male, Tampa,"$130,000",Single,1,129000,Ring,14-08-23,0,258000,6.1,68.43
C091034,28,Male, Indianapolis,"$120,000",Single,1,6000,Pendant,15-09-23,0,6000,6.6,72.63
C091104,20,Male, Los Angeles,"$280,000",Married,6,4248,Earrings,18-08-23,0,76464,4.2,53.67
C091299,32,Female, Colorado Springs,"$270,000",Single,2,257000,Pendant,07-08-23,0,2056000,4.9,53.31
C091398,21,Female, Nashville,"$80,000",Married,1,53000,Necklace,30-12-23,0,159000,7.4,78.77
C091538,30,Female, Austin,"$70,000",Single,1,17000,Jewel,01-02-24,0,17000,7.5,79.77
C091642,48,Male, Fresno,"$290,000",Married,3,248000,Armlet,13-12-23,0,2232000,5.5,57.55
C091720,19,Female, Indianapolis,"$170,000",Single,4,46000,Earrings,19-07-23,0.1,736000,7.1,74.73
C091998,18,Female, San Antonio,"$140,000",Married,2,55000,Necklace,15-09-23,0,550000,6,66.61
C092015,18,Female, Raleigh,"$140,000",Married,2,36000,Pendant,04-03-23,0,288000,4.7,56.73
C092228,47,Female, Greensboro,"$50,000",Single,1,1262,Armlet,18-06-23,0,5048,5.8,66.73
C092368,43,Female, Memphis,"$160,000",Single,1,156000,Locket,17-10-23,0.05,624000,7.9,81.37
C092407,60,Female, Seattle,"$50,000",Single,1,3730,Necklace,12-02-23,0,11190,7.2,77.85
C092610,35,Male, Orlando,"$220,000",Married,1,217000,Ring,18-11-23,0,1085000,6.8,71.53
C092698,19,Female, Raleigh,"$170,000",Single,3,76000,Jewel,13-06-23,0,1140000,4.7,54.02
C092723,28,Male, Denver,"$120,000",Married,2,65000,Necklace,06-04-23,0,650000,5.1,59.22
C092778,23,Female, San Diego,"$100,000",Married,2,82000,Armlet,29-07-23,0,492000,5.5,62.98
C092799,21,Male, Virginia Beach,"$150,000",Married,3,65000,Necklace,05-01-23,0,390000,4.3,53.65
C093007,57,Male, Milwaukee,"$250,000",Married,4,200000,Necklace,18-09-23,0,800000,4.3,51.96
C093046,38,Male, Omaha,"$120,000",Single,1,101000,Earrings,22-05-23,0,101000,5.5,63.57
C093170,44,Female, Atlanta,"$190,000",Single,1,187000,Pendant,15-11-23,0,748000,6.8,72.62
C093194,41,Male, Fort Worth,"$150,000",Married,1,33000,Earrings,12-01-23,0,99000,7.2,77.22
C093243,31,Female, Los Angeles,"$120,000",Married,1,110000,Pendant,11-07-23,0,110000,6.9,74.75
C093347,57,Male, Sacramento,"$110,000",Married,1,60000,Necklace,06-08-23,0,180000,5.7,64.92
C093394,58,Male, Nashville,"$60,000",Single,1,3896,Ring,11-03-23,0,19480,7,75.89
C093435,46,Female, Seattle,"$270,000",Single,1,212000,Bracelet,08-09-23,0,424000,6,66.73
C093438,45,Male, Greensboro,"$130,000",Single,3,98000,Jewel,09-04-23,0,588000,5.3,60.44
C093637,32,Male, San Antonio,"$100,000",Single,2,44000,Jewel,20-08-23,0.1,440000,8.3,85.42
C093660,30,Male, Boston,"$270,000",Single,2,60000,Necklace,28-11-23,0,240000,6.6,72.34
C093724,26,Male, Austin,"$300,000",Single,5,37000,Bracelet,12-04-23,0,370000,5.3,61.67
C093774,35,Male, Chicago,"$140,000",Single,2,47000,Necklace,23-09-23,0,376000,6.1,67.82
C093869,38,Male, Miami,"$100,000",Single,1,3000,Earrings,17-08-23,0,3000,6.3,70.73
C093941,35,Male, Riverside,"$90,000",Single,1,50000,Locket,12-06-23,0,200000,7.2,77.08
C093946,56,Male, Riverside,"$150,000",Married,2,39000,Pendant,26-05-23,0,78000,5.1,60.82
C094073,59,Female, Boston,"$260,000",Married,5,2894,Armlet,05-09-23,0.07,72350,5.6,64.38
C094086,40,Male, Riverside,"$290,000",Married,2,227000,Necklace,25-10-23,0,1362000,5.9,63.24
C094261,37,Female, Nashville,"$220,000",Single,2,8000,Ring,17-03-23,0,16000,4.6,56.98
C094344,45,Male, Newark,"$250,000",Married,3,100000,Pendant,22-08-23,0,1500000,5.1,56.89
C094467,18,Female, Minneapolis,"$250,000",Single,6,1234,Pendant,03-10-23,0,7404,2.9,43.3
C094505,20,Male, Greensboro,"$160,000",Single,1,59000,Necklace,10-11-23,0,236000,6.7,73.13
C094509,30,Female, San Antonio,"$290,000",Single,5,164000,Necklace,24-12-23,0,4100000,4.6,45.45
C094579,40,Male, Portland,"$230,000",Single,5,141000,Jewel,06-12-23,0,1410000,3.2,41.35
C094590,42,Female, Fort Worth,"$220,000",Single,4,212000,Necklace,30-08-23,0,1696000,4.1,47.6
C094759,32,Female, Indianapolis,"$140,000",Married,3,81000,Bracelet,14-06-23,0,972000,4.6,54.41
C094936,44,Male, Seattle,"$220,000",Single,1,1600,Necklace,28-09-23,0,8000,6.7,73.54
C095065,31,Female, Virginia Beach,"$170,000",Married,4,11000,Jewel,26-08-23,0,88000,5.1,60.64
C095100,38,Female, Indianapolis,"$110,000",Single,2,82000,Necklace,09-06-23,0,328000,5.9,66.06
C095126,33,Male, Jacksonville,"$110,000",Single,1,4637,Bracelet,14-08-23,0,23185,6.3,70.45
C095220,59,Female, Nashville,"$210,000",Single,3,113000,Bracelet,27-11-23,0,1695000,5.9,62.4
C095229,57,Female, Wichita,"$80,000",Single,2,45000,Necklace,09-01-23,0,180000,5.9,66.95
C095258,33,Male, New York,"$180,000",Married,1,139000,Necklace,10-05-23,0,139000,6.6,72.14
C095303,30,Male, Chicago,"$130,000",Married,2,26000,Jewel,09-06-23,0,208000,6,67.62
C095536,59,Male, Orlando,"$210,000",Single,1,206000,Ring,01-01-24,0,412000,7.2,76.52
C095605,60,Male, Nashville,"$140,000",Single,2,80000,Armlet,12-11-23,0,160000,6.7,73.01
C095671,56,Male, San Francisco,"$140,000",Married,2,58000,Bracelet,03-12-23,0,232000,4.5,54.95
C095674,60,Female, San Francisco,"$260,000",Single,4,88000,Necklace,01-02-24,0,1760000,5.8,61.15
C095759,25,Male, Tampa,"$280,000",Married,1,145000,Armlet,12-08-23,0,580000,7.1,75.1
C096047,41,Male, Boston,"$110,000",Married,1,58000,Bracelet,27-07-23,0.03,116000,6.8,74.4
C096053,38,Male, Colorado Springs,"$60,000",Single,1,4000,Armlet,25-10-23,0.09,16000,9.2,93.3
C096352,42,Male, Los Angeles,"$250,000",Married,3,168000,Jewel,25-09-23,0.08,2016000,7.2,71.48
C096392,53,Male, Omaha,"$120,000",Married,2,91000,Jewel,29-07-23,0,728000,5.5,62.11
C096519,31,Female, Orlando,"$150,000",Married,2,88000,Ring,13-08-23,0,352000,5.7,64.26
C096532,53,Female, San Antonio,"$280,000",Single,3,161000,Armlet,10-05-23,0,2415000,5.3,55.24
C096636,23,Male, Raleigh,"$300,000",Married,1,107000,Locket,20-11-23,0,535000,7,74.43
C096656,41,Female, Colorado Springs,"$130,000",Married,2,83000,Bracelet,17-06-23,0,332000,5.2,60.61
C096764,46,Male, Minneapolis,"$90,000",Single,2,69000,Earrings,23-10-23,0,414000,6.3,69.24
C096792,28,Female, Philadelphia,"$130,000",Single,3,94000,Earrings,06-04-23,0,1128000,4.5,52.87
C096817,42,Male, Nashville,"$50,000",Married,1,15000,Locket,31-08-23,0,45000,6.4,71.41
C096819,37,Male, San Antonio,"$300,000",Single,4,2138,Armlet,27-12-23,0.03,42760,6.9,75.38
C097031,52,Female, Detroit,"$270,000",Single,4,128000,Ring,17-04-23,0,1536000,3.4,42.67
C097228,46,Male, San Antonio,"$180,000",Single,2,81000,Locket,26-07-23,0,162000,5.5,63.75
C097244,20,Female, San Diego,"$140,000",Single,2,31000,Armlet,16-03-23,0,124000,4.6,56.11
C097488,37,Male, Seattle,"$100,000",Married,1,71000,Necklace,08-04-23,0,284000,6.1,68.32
C097520,57,Female, Memphis,"$80,000",Married,2,68000,Jewel,20-11-23,0.03,136000,7.3,77.93
C097542,54,Male, Seattle,"$90,000",Married,1,69000,Ring,11-09-23,0,138000,7,75.25
C097708,41,Female, Philadelphia,"$70,000",Married,1,33000,Armlet,05-04-23,0.04,165000,6.4,70.92
C097769,38,Female, San Francisco,"$200,000",Single,4,116000,Jewel,18-08-23,0,2320000,4.5,49.17
C097899,53,Male, Philadelphia,"$230,000",Married,3,121000,Ring,27-06-23,0,363000,4.6,55.72
C098059,19,Male, Austin,"$280,000",Married,6,133000,Pendant,14-08-23,0,3192000,3.2,36.12
C098081,18,Female, Omaha,"$300,000",Married,3,1649,Pendant,10-04-23,0,4947,5.9,67.25
C098215,29,Male, El Paso,"$100,000",Single,2,38000,Ring,21-06-23,0,152000,5.4,62.37
C098281,45,Female, Greensboro,"$70,000",Married,1,1000,Armlet,12-04-23,0,1000,7.3,78.05
C098445,30,Female, Indianapolis,"$280,000",Married,2,118000,Earrings,07-06-23,0.06,472000,6.8,72.72
C098521,20,Male, St Louis,"$200,000",Single,3,166000,Jewel,17-09-23,0,1992000,5.1,55.08
C098560,32,Female, Fresno,"$200,000",Single,2,2884,Necklace,09-06-23,0,28840,6.1,68.63
C098670,24,Male, Indianapolis,"$180,000",Married,4,70000,Ring,28-04-23,0.1,1400000,6.3,66.31
C098732,35,Female, Nashville,"$100,000",Single,1,2142,Bracelet,25-07-23,0,4284,6.2,69.2
C098921,31,Male, Sacramento,"$230,000",Single,4,22000,Pendant,04-12-23,0,440000,3.9,50.06
C098965,22,Male, Mesa,"$110,000",Married,2,16000,Earrings,20-07-23,0.03,128000,6.4,70.85
C099043,54,Male, Fresno,"$100,000",Married,2,870,Armlet,10-06-23,0,1740,6.3,70.76
C099061,38,Female, San Antonio,"$220,000",Single,3,174000,Earrings,06-06-23,0,1044000,4.2,50.65
C099113,45,Male, Tampa,"$250,000",Married,4,46000,Ring,26-08-23,0,368000,4.9,58.33
C099136,59,Male, St Louis,"$290,000",Married,3,21000,Locket,04-02-23,0,252000,4.3,53.54
C099198,55,Female, Kansas City,"$90,000",Single,1,47000,Earrings,04-11-23,0,235000,5.2,61.03
C099201,21,Female, Virginia Beach,"$110,000",Married,1,64000,Pendant,14-03-23,0.02,256000,5.5,62.91
C099249,50,Female, San Antonio,"$70,000",Single,1,53000,Necklace,07-09-23,0.07,265000,7.7,80.83
C099317,48,Male, Boston,"$180,000",Single,1,81000,Bracelet,19-12-23,0,243000,7.3,77.49
C099470,18,Female, Charlotte,"$280,000",Married,3,75000,Bracelet,26-09-23,0.09,675000,7.8,80.41
C099588,57,Female, Detroit,"$280,000",Single,2,56000,Ring,22-09-23,0.01,560000,6.3,69.03
C099653,39,Male, Memphis,"$70,000",Married,1,64000,Jewel,08-12-23,0,256000,6.2,69.01
C099656,59,Male, Austin,"$180,000",Married,4,1221,Armlet,12-09-23,0,24420,6,68.27
C099681,35,Male, Oklahoma City,"$210,000",Single,3,205000,Bracelet,13-10-23,0,615000,5.2,59.5
C099959,35,Male, Riverside,"$190,000",Single,4,58000,Locket,14-12-23,0.03,1160000,6.5,68.9
C099998,21,Male, Fresno,"$130,000",Married,2,43000,Armlet,11-04-23,0.08,430000,8.5,86.56
